decreased_interest,Symptoms,Corresponds_to,Depression,Signs,,
decreased_energy,Symptoms,Corresponds_to,weakened_will,Signs,,
slow_thinking,Symptoms,Corresponds_to,lack_of_will,Signs,,
Recently_lost_10_pounds,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
decreased_interest,Symptoms,Corresponds_to,Depression,Signs,,
decreased_volitional_activity,Symptoms,Corresponds_to,weakened_will,Signs,,
decreased_energy,Symptoms,Corresponds_to,weakened_will,Signs,,
slow_thinking,Symptoms,Corresponds_to,lack_of_will,Signs,,
Recently_lost_10_pounds,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Feeling_like_strangers_are_targeting_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_think_it_might_harm_myself,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
The_patient_does_not_hear_sounds_out_of_thin_air,Symptoms,Corresponds_to,Phantom,Signs,,
Obvious_emotional_apathy,Symptoms,Corresponds_to,Emotional_indifference,Signs,,
emotional_dissonance,Symptoms,Corresponds_to,Emotional_discomfort,Signs,,
Poor_thinking,Symptoms,Corresponds_to,thinking_disorder,Signs,,
hallucination,Symptoms,Corresponds_to,hallucination,Signs,,
Self-awareness_is_also_partially_present,Symptoms,Corresponds_to,Insufficient_insight,Signs,,
Visibly_nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Visibly_worried,Symptoms,Corresponds_to,Anxiety,Signs,,
Visibly_scared,Symptoms,Corresponds_to,Anxiety,Signs,,
Qiwei,Medication,treat,major_depressive_episode,Disease,,
Lithium_carbonate,Medication,treat,major_depressive_episode,Disease,,
Serote,Medication,treat,major_depressive_episode,Disease,,
Bailemian_Capsules,Medication,treat,major_depressive_episode,Disease,,
The_sky_is_clear,Medication,treat,major_depressive_episode,Disease,,
Qiwei,Medication,treat,bipolar_disorder,Disease,,
Lithium_carbonate,Medication,treat,bipolar_disorder,Disease,,
Serote,Medication,treat,bipolar_disorder,Disease,,
Bailemian_Capsules,Medication,treat,bipolar_disorder,Disease,,
The_sky_is_clear,Medication,treat,bipolar_disorder,Disease,,
excited,Symptoms,diagnosis,major_depressive_episode,Disease,,
talkative,Symptoms,diagnosis,major_depressive_episode,Disease,,
Lazy_to_move,Symptoms,diagnosis,major_depressive_episode,Disease,,
Paranoia,Symptoms,diagnosis,major_depressive_episode,Disease,,
excited,Symptoms,diagnosis,major_depressive_episode,Disease,,
talkative,Symptoms,diagnosis,major_depressive_episode,Disease,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,diagnosis,major_depressive_episode,Disease,,
very_confident,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_feel_like_I_have_endless_energy,Symptoms,diagnosis,major_depressive_episode,Disease,,
Lazy_to_move,Symptoms,diagnosis,major_depressive_episode,Disease,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,diagnosis,major_depressive_episode,Disease,,
dont_want_to_do_things,Symptoms,diagnosis,major_depressive_episode,Disease,,
Feeling_weak_all_over,Symptoms,diagnosis,major_depressive_episode,Disease,,
Brain_is_like_mush,Symptoms,diagnosis,major_depressive_episode,Disease,,
Sensory_response_is_also_very_slow,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_cant_concentrate_at_all,Symptoms,diagnosis,major_depressive_episode,Disease,,
Cant_remember_things,Symptoms,diagnosis,major_depressive_episode,Disease,,
excited,Symptoms,diagnosis,major_depressive_episode,Disease,,
talkative,Symptoms,diagnosis,major_depressive_episode,Disease,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,diagnosis,major_depressive_episode,Disease,,
very_confident,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_feel_like_I_have_endless_energy,Symptoms,diagnosis,major_depressive_episode,Disease,,
Lazy_to_move,Symptoms,diagnosis,major_depressive_episode,Disease,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,diagnosis,major_depressive_episode,Disease,,
dont_want_to_do_things,Symptoms,diagnosis,major_depressive_episode,Disease,,
Feeling_weak_all_over,Symptoms,diagnosis,major_depressive_episode,Disease,,
Brain_is_like_mush,Symptoms,diagnosis,major_depressive_episode,Disease,,
Sensory_response_is_also_very_slow,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_cant_concentrate_at_all,Symptoms,diagnosis,major_depressive_episode,Disease,,
Cant_remember_things,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_feel_like_my_colleagues_are_targeting_me,Symptoms,diagnosis,major_depressive_episode,Disease,,
Suddenly_I_feel_like_I_can’t_understand_what_others_are_saying.,Symptoms,diagnosis,major_depressive_episode,Disease,,
doubtful,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_feel_that_what_people_I_know_well_say_are_not_true.,Symptoms,diagnosis,major_depressive_episode,Disease,,
Feeling_that_people_you_are_familiar_with_are_deceiving_you,Symptoms,diagnosis,major_depressive_episode,Disease,,
I’m_also_worried_that_strangers_will_harm_me,Symptoms,diagnosis,major_depressive_episode,Disease,,
"When_talking_to_strangers,_you_feel_like_your_words_don’t_match_what_you’re_saying.",Symptoms,diagnosis,major_depressive_episode,Disease,,
Avoid_contact_with_strangers,Symptoms,diagnosis,major_depressive_episode,Disease,,
Sometimes_a_sentence_is_repeated_over_and_over_again,Symptoms,diagnosis,major_depressive_episode,Disease,,
hypomania,Symptoms,diagnosis,major_depressive_episode,Disease,,
Emotions_are_high,Symptoms,diagnosis,major_depressive_episode,Disease,,
excited,Symptoms,diagnosis,major_depressive_episode,Disease,,
talkative,Symptoms,diagnosis,major_depressive_episode,Disease,,
decreased_volitional_activity,Symptoms,diagnosis,major_depressive_episode,Disease,,
Cant_concentrate,Symptoms,diagnosis,major_depressive_episode,Disease,,
decreased_interest,Symptoms,diagnosis,major_depressive_episode,Disease,,
decreased_energy,Symptoms,diagnosis,major_depressive_episode,Disease,,
slow_thinking,Symptoms,diagnosis,major_depressive_episode,Disease,,
Recently_lost_10_pounds,Symptoms,diagnosis,major_depressive_episode,Disease,,
decreased_interest,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
decreased_volitional_activity,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
decreased_energy,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
slow_thinking,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
Recently_lost_10_pounds,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,main_diagnosis,major_depressive_episode,Disease,,
Feeling_like_strangers_are_targeting_you,Symptoms,diagnosis,major_depressive_episode,Disease,,
I_think_it_might_harm_myself,Symptoms,diagnosis,major_depressive_episode,Disease,,
excited,Symptoms,diagnosis,bipolar_disorder,Disease,,
talkative,Symptoms,diagnosis,bipolar_disorder,Disease,,
Lazy_to_move,Symptoms,diagnosis,bipolar_disorder,Disease,,
Paranoia,Symptoms,diagnosis,bipolar_disorder,Disease,,
excited,Symptoms,diagnosis,bipolar_disorder,Disease,,
talkative,Symptoms,diagnosis,bipolar_disorder,Disease,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,diagnosis,bipolar_disorder,Disease,,
very_confident,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_feel_like_I_have_endless_energy,Symptoms,diagnosis,bipolar_disorder,Disease,,
Lazy_to_move,Symptoms,diagnosis,bipolar_disorder,Disease,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,diagnosis,bipolar_disorder,Disease,,
dont_want_to_do_things,Symptoms,diagnosis,bipolar_disorder,Disease,,
Feeling_weak_all_over,Symptoms,diagnosis,bipolar_disorder,Disease,,
Brain_is_like_mush,Symptoms,diagnosis,bipolar_disorder,Disease,,
Sensory_response_is_also_very_slow,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_cant_concentrate_at_all,Symptoms,diagnosis,bipolar_disorder,Disease,,
Cant_remember_things,Symptoms,diagnosis,bipolar_disorder,Disease,,
excited,Symptoms,diagnosis,bipolar_disorder,Disease,,
talkative,Symptoms,diagnosis,bipolar_disorder,Disease,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,diagnosis,bipolar_disorder,Disease,,
very_confident,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_feel_like_I_have_endless_energy,Symptoms,diagnosis,bipolar_disorder,Disease,,
Lazy_to_move,Symptoms,diagnosis,bipolar_disorder,Disease,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,diagnosis,bipolar_disorder,Disease,,
dont_want_to_do_things,Symptoms,diagnosis,bipolar_disorder,Disease,,
Feeling_weak_all_over,Symptoms,diagnosis,bipolar_disorder,Disease,,
Brain_is_like_mush,Symptoms,diagnosis,bipolar_disorder,Disease,,
Sensory_response_is_also_very_slow,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_cant_concentrate_at_all,Symptoms,diagnosis,bipolar_disorder,Disease,,
Cant_remember_things,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_feel_like_my_colleagues_are_targeting_me,Symptoms,diagnosis,bipolar_disorder,Disease,,
Suddenly_I_feel_like_I_can’t_understand_what_others_are_saying.,Symptoms,diagnosis,bipolar_disorder,Disease,,
doubtful,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_feel_that_what_people_I_know_well_say_are_not_true.,Symptoms,diagnosis,bipolar_disorder,Disease,,
Feeling_that_people_you_are_familiar_with_are_deceiving_you,Symptoms,diagnosis,bipolar_disorder,Disease,,
I’m_also_worried_that_strangers_will_harm_me,Symptoms,diagnosis,bipolar_disorder,Disease,,
"When_talking_to_strangers,_you_feel_like_your_words_don’t_match_what_you’re_saying.",Symptoms,diagnosis,bipolar_disorder,Disease,,
Avoid_contact_with_strangers,Symptoms,diagnosis,bipolar_disorder,Disease,,
Sometimes_a_sentence_is_repeated_over_and_over_again,Symptoms,diagnosis,bipolar_disorder,Disease,,
hypomania,Symptoms,diagnosis,bipolar_disorder,Disease,,
Emotions_are_high,Symptoms,diagnosis,bipolar_disorder,Disease,,
excited,Symptoms,diagnosis,bipolar_disorder,Disease,,
talkative,Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_volitional_activity,Symptoms,diagnosis,bipolar_disorder,Disease,,
Cant_concentrate,Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_interest,Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_energy,Symptoms,diagnosis,bipolar_disorder,Disease,,
slow_thinking,Symptoms,diagnosis,bipolar_disorder,Disease,,
Recently_lost_10_pounds,Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_interest,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
decreased_volitional_activity,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
decreased_energy,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
slow_thinking,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Recently_lost_10_pounds,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Feeling_like_strangers_are_targeting_you,Symptoms,diagnosis,bipolar_disorder,Disease,,
I_think_it_might_harm_myself,Symptoms,diagnosis,bipolar_disorder,Disease,,
Obvious_emotional_apathy,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
emotional_dissonance,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Poor_thinking,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
hallucination,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Self-awareness_is_also_partially_present,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Visibly_nervous,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Visibly_worried,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Visibly_scared,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Obvious_emotional_apathy,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
emotional_dissonance,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Poor_thinking,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
hallucination,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Self-awareness_is_also_partially_present,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Visibly_nervous,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Visibly_worried,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Visibly_scared,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Obvious_emotional_apathy,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
emotional_dissonance,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Poor_thinking,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
hallucination,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Self-awareness_is_also_partially_present,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Visibly_nervous,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Visibly_worried,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Visibly_scared,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Now_resigned_and_at_home,social_function,diagnosis,major_depressive_episode,Disease,,
Now_resigned_and_at_home,social_function,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,major_depressive_episode,Disease,,
Anxiety,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
Emotionally_unstable,Signs,diagnosis,major_depressive_episode,Disease,,
Emotions_running_high,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
Strengthened_will,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
perversion,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
Attention_is_distracted,Signs,diagnosis,major_depressive_episode,Disease,,
memory_loss,Signs,diagnosis,major_depressive_episode,Disease,,
Emotions_running_high,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
Strengthened_will,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
perversion,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
Attention_is_distracted,Signs,diagnosis,major_depressive_episode,Disease,,
memory_loss,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
obsessive_thinking,Signs,diagnosis,major_depressive_episode,Disease,,
Anxiety,Signs,diagnosis,major_depressive_episode,Disease,,
Emotions_running_high,Signs,diagnosis,major_depressive_episode,Disease,,
Emotions_running_high,Signs,diagnosis,major_depressive_episode,Disease,,
manic_arousal,Signs,diagnosis,major_depressive_episode,Disease,,
weakened_will,Signs,diagnosis,major_depressive_episode,Disease,,
Attention_is_distracted,Signs,diagnosis,major_depressive_episode,Disease,,
Depression,Signs,diagnosis,major_depressive_episode,Disease,,
weakened_will,Signs,diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,diagnosis,major_depressive_episode,Disease,,
recent_weight_disorder,Signs,diagnosis,major_depressive_episode,Disease,,
Depression,Signs,main_diagnosis,major_depressive_episode,Disease,,
weakened_will,Signs,main_diagnosis,major_depressive_episode,Disease,,
weakened_will,Signs,main_diagnosis,major_depressive_episode,Disease,,
lack_of_will,Signs,main_diagnosis,major_depressive_episode,Disease,,
recent_weight_disorder,Signs,main_diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,main_diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Delusions_of_persecution,Signs,diagnosis,major_depressive_episode,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
Emotionally_unstable,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
Strengthened_will,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
perversion,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
Attention_is_distracted,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
Strengthened_will,Signs,diagnosis,bipolar_disorder,Disease,,
manic_arousal,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
perversion,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_will,Signs,diagnosis,bipolar_disorder,Disease,,
Attention_is_distracted,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
Delusions_of_persecution,Signs,diagnosis,bipolar_disorder,Disease,,
